Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Documento,Status,Data de Vencimento,Situação Análise Documento
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,KIT RESCISÃO,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,Laudo de Periculosidade,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,Laudo de insalubridade,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,PCMSO,A vencer,2027-07-01T00:00:00Z,REPROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,PGR,A vencer,2027-09-20T00:00:00Z,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,SESMT - composição de acordo com NR 04,N/A,,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,Seguro de Responsabilidade Civil,A vencer,2027-01-19T00:00:00Z,NÃO ANALISADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,Seguro garantia,A vencer,2027-01-19T00:00:00Z,APROVADO
MATICA ENGENHARIA LTDA,20845454000170,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE REFORMA TERMINAL,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2026-06-19T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Avaliação ergonômica,A vencer,2027-05-22T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-08-17T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-08-17T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-07-14T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-07-20T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-07-20T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-06-14T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CIPA - composição / reuniões / atas/ treinamento,A vencer,2027-05-21T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CND Federal,A vencer,2026-07-14T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,A vencer,2026-06-25T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2026-06-25T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-10-08T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-06-25T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,DCTFWEB,A vencer,2026-06-20T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),A vencer,2026-06-25T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,A vencer,2026-06-20T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,A vencer,,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,KIT RESCISÃO,A vencer,,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Laudo de Periculosidade,A vencer,2027-05-22T00:00:00Z,APROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Laudo de insalubridade,A vencer,2027-05-22T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,PCMSO,A vencer,2026-08-31T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,PGR,A vencer,2026-08-31T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,A vencer,,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,SESMT - composição de acordo com NR 04,A vencer,,NÃO ANALISADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Seguro de Responsabilidade Civil,A vencer,2026-08-21T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,Seguro garantia,A vencer,2027-02-28T00:00:00Z,REPROVADO
MED MAIS SOLUCOES EM SERVICOS ESPECIAIS LTDA,09557452000143,APROVADO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2026-06-25T00:00:00Z,REPROVADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Avaliação ergonômica,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-01-18T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CND Federal,A vencer,2026-06-17T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Cartão CNPJ,A vencer,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,DCTFWEB,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-05-15T00:00:00Z,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,KIT RESCISÃO,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Laudo de Periculosidade,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Laudo de insalubridade,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,PCMSO,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,PGR,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,SESMT - composição de acordo com NR 04,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Seguro de Responsabilidade Civil,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,Seguro garantia,Não anexado,,NÃO ANALISADO
METAL M.I.B. LTDA,03772367000111,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO DO ESTACIONAMENTO,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,Vencido,2026-01-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Avaliação ergonômica,N/A,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,Vencido,2026-05-31T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-06-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Vencido,2026-05-27T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-02-25T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CND Federal,Vencido,2026-05-31T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-02-05T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,N/A,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-09-01T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,DCTFWEB,Vencido,2026-02-20T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-01-30T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-02-09T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,KIT RESCISÃO,N/A,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Laudo de Periculosidade,Não anexado,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,Laudo de insalubridade,Não anexado,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,PCMSO,A vencer,2026-11-18T00:00:00Z,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,PGR,Não anexado,,NÃO ANALISADO
NEPOS SISTEMAS DE CONTROLE E AUTOMACAO EM ESTACIONAMENTO E TRAFEGO LTDA.,07760239000109,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO TÉCNICA,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,NÃO ANALISADO
