Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Documento,Status,Data de Vencimento,Situação Análise Documento
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-06-28T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CIPA - composição / reuniões / atas/ treinamento,A vencer,2027-05-29T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CND Federal,A vencer,2026-09-01T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-06-08T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2026-06-29T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-12-31T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Cartão CNPJ,N/A,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Comprovante de Inscrição Sintegra,N/A,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,DCTFWEB,A vencer,2026-06-25T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),A vencer,2026-07-11T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,A vencer,2026-07-12T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,KIT RESCISÃO,N/A,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Laudo de Periculosidade,A vencer,2026-11-05T00:00:00Z,REPROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Laudo de insalubridade,A vencer,2026-10-02T00:00:00Z,REPROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,PCMSO,A vencer,2026-12-05T00:00:00Z,REPROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,PGR,A vencer,2027-05-27T00:00:00Z,REPROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,A vencer,2026-07-08T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,SESMT - composição de acordo com NR 04,A vencer,,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Seguro de Responsabilidade Civil,A vencer,2026-11-08T00:00:00Z,APROVADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,Seguro garantia,A vencer,2026-07-08T00:00:00Z,NÃO ANALISADO
GRABER SEGURANCA LTDA,87169900001117,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Avaliação ergonômica,A vencer,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-06-30T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-07-01T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-08-29T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-07-26T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-06-27T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-06-29T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CIPA - composição / reuniões / atas/ treinamento,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CND Federal,A vencer,2026-08-29T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-06-10T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2026-12-31T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-07-07T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,DCTFWEB,A vencer,2026-06-22T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-06-10T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,A vencer,2026-06-13T00:00:00Z,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,KIT RESCISÃO,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Laudo de Periculosidade,Vencido,2026-05-30T00:00:00Z,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Laudo de insalubridade,Vencido,2026-05-30T00:00:00Z,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,PCMSO,A vencer,2027-01-26T00:00:00Z,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,PGR,A vencer,2028-01-25T00:00:00Z,REPROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,SESMT - composição de acordo com NR 04,A vencer,,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Seguro de Responsabilidade Civil,A vencer,2026-11-08T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,Seguro garantia,A vencer,2026-12-31T00:00:00Z,APROVADO
IN HAUS INDUSTRIAL E SERVICOS DE LOGISTICA S/A,05208211001100,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE CARGAS, PRESTAÇÃO DE SERVIÇOS FARMACÊUTICOS",SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2027-04-20T00:00:00Z,APROVADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Avaliação ergonômica,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,Vencido,2026-03-24T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,Vencido,2026-03-24T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-01-11T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CND Federal,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Cartão CNPJ,A vencer,2026-12-24T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-22T00:00:00Z,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Comprovante de Inscrição Sintegra,A vencer,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,DCTFWEB,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,KIT RESCISÃO,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Laudo de Periculosidade,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,Laudo de insalubridade,Não anexado,,NÃO ANALISADO
JR SERVICOS AEROPORTUARIOS E LOGISTICA LTDA,60088964000165,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE ACOPLAGEM 400HZ, PRESTAÇÃO DE SERVIÇOS DE BALIZAMENTO DE AVIÃO, PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE FRETADO",SERVICO,PCMSO,Não anexado,,NÃO ANALISADO
