Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Situação Documento,Documento,Marcas e Representações,Status,Data de Vencimento,Situação Análise Documento
RADAR ENGENHARIA E MEIO AMBIENTE LTDA,44744093000134,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE JARDINAGEM, CERCAMENTO, PAISAGISMO E DRENAGEM",SERVICO,NEUTRO,Seguro garantia,02/26 - Fevereiro 2026,A vencer,2027-02-02T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Avaliação ergonômica,03/26 - Março 2026,A vencer,2027-02-28T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,,CERTIDÃO JUDICIAL CRIMINAL - TRF,,Não anexado,,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,,CERTIDÃO JUDICIAL CÍVEL - TRF,,Não anexado,,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,,Vencido,2026-07-05T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIDÃO NEGATIVA RECEITA ESTADUAL,,Vencido,2026-06-23T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,03/26 - Março 2026,Vencido,2026-04-13T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,05/26 - Maio 2026,Vencido,2026-07-08T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,12/25 - Dezembro 2025,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,,Vencido,2026-04-03T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,,Vencido,2026-06-21T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,,Vencido,2026-06-28T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,IRREGULAR,CND Federal,,A vencer,2026-12-03T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,02/26 - Fevereiro 2026,Vencido,2026-04-05T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,04/26 - Abril 2026,Vencido,2026-06-12T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,05/26 - Maio 2026,A vencer,2026-07-10T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,,A vencer,2027-03-11T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,CONVENÇÃO COLETIVA DA CATEGORIA,,A vencer,2026-12-31T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Cartão CNPJ,,A vencer,2026-12-23T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,,Vencido,2026-06-21T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Comprovante de Inscrição Sintegra,,Vencido,2026-07-08T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DCTFWEB,02/26 - Fevereiro 2026,Vencido,2026-04-19T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DCTFWEB,03/26 - Março 2026,Vencido,2026-05-19T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DCTFWEB,04/26 - Abril 2026,Vencido,2026-06-19T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DCTFWEB,05/26 - Maio 2026,A vencer,2026-07-20T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DCTFWEB,,Vencido,2026-03-13T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,12/25 - Dezembro 2025,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),02/26 - Fevereiro 2026,Vencido,2026-03-27T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),03/26 - Março 2026,Vencido,2026-04-25T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),04/26 - Abril 2026,Vencido,2026-06-12T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),,Vencido,2026-03-01T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,03/26 - Março 2026,Vencido,2026-05-19T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,04/26 - Abril 2026,Vencido,2026-06-19T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,05/26 - Maio 2026,A vencer,2026-07-20T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,12/25 - Dezembro 2025,Vencido,2026-02-18T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GFD - GUIA DO FGTS DIGITAL MENSAL,,Vencido,2026-03-14T00:00:00-04:00,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,12/25 - Dezembro 2025,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,KIT RESCISÃO,01/26 - Janeiro 2026,N/A,,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,KIT RESCISÃO,04/26 - Abril 2026,N/A,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,KIT RESCISÃO,05/26 - Maio 2026,N/A,,NÃO ANALISADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,KIT RESCISÃO,,A vencer,,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Laudo de Periculosidade,03/26 - Março 2026,A vencer,2027-02-28T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Laudo de insalubridade,03/26 - Março 2026,A vencer,2027-02-28T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,PCMSO,02/26 - Fevereiro 2026,A vencer,2027-02-26T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,PGR,02/26 - Fevereiro 2026,A vencer,2027-02-27T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,PGR,,A vencer,2027-02-27T00:00:00-04:00,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,,A vencer,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,05/26 - Maio 2026,A vencer,,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,SESMT - composição de acordo com NR 04,,A vencer,,REPROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Seguro de Responsabilidade Civil,,A vencer,2026-10-31T00:00:00-04:00,APROVADO
SAO FRANCISCO ATENDIMENTO EMERGENCIAL LTDA,12069791000195,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE PREVENÇÃO E COMBATE A INCÊNDIO,SERVICO,NEUTRO,Seguro garantia,03/26 - Março 2026,A vencer,2026-07-31T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Avaliação ergonômica,03/26 - Março 2026,A vencer,2027-03-23T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,Avaliação ergonômica,,Vencido,2026-03-05T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CRIMINAL - TRF,,A vencer,2026-12-22T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIDÃO JUDICIAL CÍVEL - TRF,,A vencer,2026-12-22T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,,A vencer,2026-07-25T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,,A vencer,2027-01-03T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,02/26 - Fevereiro 2026,Vencido,2026-04-30T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,05/26 - Maio 2026,Vencido,2026-06-14T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,,Vencido,2026-03-08T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CERTIFICADO DE REGULARIDADE FGTS,,Vencido,2026-07-05T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,03/26 - Março 2026,Vencido,2026-04-04T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,04/26 - Abril 2026,Vencido,2026-06-26T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CIPA - composição / reuniões / atas/ treinamento,,A vencer,2026-11-11T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,CND Federal,,A vencer,2026-12-22T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,01/26 - Janeiro 2026,Vencido,2026-02-28T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,02/26 - Fevereiro 2026,Vencido,2026-03-29T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,03/26 - Março 2026,Vencido,2026-04-29T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,04/26 - Abril 2026,Vencido,2026-06-25T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,05/26 - Maio 2026,A vencer,2026-07-25T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,,Vencido,2026-02-09T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,,A vencer,2027-01-26T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,CONVENÇÃO COLETIVA DA CATEGORIA,,A vencer,2026-08-31T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Cartão CNPJ,,A vencer,2027-06-25T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,REGULAR,Certidão Negativa de Débitos Trabalhistas,,A vencer,2026-12-22T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,IRREGULAR,Comprovante de Inscrição Sintegra,,A vencer,2027-06-25T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,01/26 - Janeiro 2026,Vencido,2026-01-30T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,02/26 - Fevereiro 2026,Vencido,2026-04-30T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,03/26 - Março 2026,Vencido,2026-05-29T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,04/26 - Abril 2026,Vencido,2026-06-26T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,05/26 - Maio 2026,A vencer,2026-08-07T00:00:00-04:00,REPROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DCTFWEB,,Vencido,2026-03-02T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,,N/A,,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),01/26 - Janeiro 2026,Vencido,2026-03-05T00:00:00-04:00,NÃO ANALISADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),02/26 - Fevereiro 2026,Vencido,2026-04-30T00:00:00-04:00,APROVADO
SMS ESTACIONAMENTOS E SERVICOS LTDA,03528489000167,APROVADO,PRESTAÇÃO DE SERVIÇOS DE CONTROLE DE ESTACIONAMENTO,SERVICO,NEUTRO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),03/26 - Março 2026,Vencido,2026-04-25T00:00:00-04:00,NÃO ANALISADO
